code,type
6170,icd9
6171,icd9
6172,icd9
6173,icd9
6174,icd9
6175,icd9
6176,icd9
6178,icd9
6179,icd9
N800,icd10
N801,icd10
N802,icd10
N803,icd10
N804,icd10
N805,icd10
N806,icd10
N808,icd10
N809,icd10
