group,ndc_code
ALBUTEROL SULFATE,00839781610
ALBUTEROL SULFATE,00839786018
ALBUTEROL SULFATE,00839786035
ALBUTEROL SULFATE,00839786197
ALBUTEROL SULFATE,00904765855
ALBUTEROL SULFATE,00904773117
ALBUTEROL SULFATE,12280024125
ALBUTEROL SULFATE,16252009722
ALBUTEROL SULFATE,16252009733
ALBUTEROL SULFATE,16252009766
VENTOLIN HFA,16590033908
VENTOLIN HFA,16590033960
ALBUTEROL SULFATE,21695024520
ALBUTEROL SULFATE,21695033225
ALBUTEROL SULFATE,21695033230
VENTOLIN HFA,21695042308
VENTOLIN HFA,21695042318
PROAIR HFA,21695085185
ALBUTEROL SULFATE,23490502001
ALBUTEROL SULFATE,23490502002
ALBUTEROL SULFATE,23490502003
ALBUTEROL SULFATE,23490502102
PROAIR HFA,23490797201
ALBUTEROL SULFATE,24208034720
ALBUTEROL SULFATE,33261061001
ALBUTEROL SULFATE,33261078901
PROAIR HFA,33261087501
VENTOLIN HFA,33261089301
VENTOLIN HFA,33261092001
VENTOLIN HFA,35356016601
VENTOLIN HFA,35356016602
VENTOLIN HFA,35356016608
ALBUTEROL SULFATE,38245064009
ALBUTEROL SULFATE,38245066917
PROVENTIL HFA,42254000467
ALBUTEROL SULFATE,42549071025
ALBUTEROL SULFATE,45802008801
ALBUTEROL SULFATE,47335070348
ALBUTEROL SULFATE,47335070349
ALBUTEROL SULFATE,47335070352
ALBUTEROL SULFATE,47335070354
ALBUTEROL SULFATE,49502010501
ALBUTEROL SULFATE,49502019620
ACCUNEB,49502069203
ACCUNEB,49502069303
ALBUTEROL SULFATE,49502069703
ALBUTEROL SULFATE,49502069724
ALBUTEROL SULFATE,49502069729
ALBUTEROL SULFATE,49502069730
ALBUTEROL SULFATE,49502069733
ALBUTEROL SULFATE,49502069760
ALBUTEROL SULFATE,49502069761
ALBUTEROL SULFATE,49999017117
ALBUTEROL SULFATE,49999034425
