code,type
606,icd9
6060,icd9
6061,icd9
6068,icd9
6069,icd9
N46,icd10
N460,icd10
N4601,icd10
N4602,icd10
N46021,icd10
N46022,icd10
N46023,icd10
N46024,icd10
N46025,icd10
N46029,icd10
N461,icd10
N4611,icd10
N4612,icd10
N46121,icd10
N46122,icd10
N46123,icd10
N46124,icd10
N46125,icd10
N46129,icd10
N468,icd10
N469,icd10
