code,type
4151,icd9
41511,icd9
41512,icd9
41513,icd9
41519,icd9
I26,icd10
I260,icd10
I2601,icd10
I2602,icd10
I2609,icd10
I269,icd10
I2690,icd10
I2692,icd10
I2699,icd10
