group,ndc_code
all,00007010225
all,00007010357
all,00007010372
all,00007010376
all,00007010457
all,00007010472
all,00007010476
all,00007010601
all,00007010970
all,00007011120
all,00007011130
all,00007011220
all,00007011372
all,00007011376
all,00007011472
all,00007011476
all,00007011620
all,00007011625
all,00007011630
all,00007011720
all,00007011872
all,00007011876
all,00007011972
all,00007011976
all,00007012556
all,00007012620
all,00007012630
all,00007012720
all,00007016320
all,00007034715
all,00007034815
all,00007034825
all,00007036720
all,00007036725
all,00007036920
all,00007042620
all,00007042625
all,00007313001
all,00007313016
all,00007313076
all,00007313101
all,00007313116
all,00007313176
all,00007313201
all,00007313505
all,00007313576
all,00007313605
all,00007313705
all,00007313776
all,00007313805
all,00007314204
all,00007314304
all,00007317020
all,00007317021
all,00007317112
all,00007317120
all,00007317121
all,00007317472
all,00007317572
all,00007435101
all,00007435301
all,00007435376
all,00007435411
all,00007435476
all,00007435611
all,00007435676
all,00007508216
all,00007508276
all,00007508311
all,00007508376
all,00007508411
all,00007508476
all,00007508511
all,00007508576
all,00007508611
all,00007508676
all,00007508804
all,00007508904
all,00007509016
all,00007509111
all,00008000406
all,00008000407
all,00008001807
all,00008001808
all,00008001810
all,00008001812
all,00008001834
all,00008001835
all,00008002107
all,00008002108
all,00008002111
all,00008002112
all,00008002113
all,00008002135
all,00008002137
all,00008002613
all,00008002614
all,00008002616
all,00008002617
all,00008002618
all,00008002619
all,00008002621
all,00008002622
all,00008002635
all,00008002636
all,00008002637
all,00008003603
all,00008003604
all,00008003605
all,00008003608
all,00008005303
all,00008005305
all,00008005401
all,00008005402
all,00008005403
all,00008005404
all,00008005501
all,00008005502
all,00008005503
all,00008005504
all,00008005507
all,00008005703
all,00008005704
all,00008005801
all,00008005902
all,00008005904
all,00008005910
all,00008007701
all,00008007901
all,00008007935
all,00008007936
all,00008016301
all,00008016501
all,00008017601
all,00008025502
all,00008025503
all,00008027203
all,00008030903
all,00008030905
all,00008030906
all,00008031501
all,00008031502
all,00008031503
all,00008031504
all,00008031505
all,00008031506
all,00008031507
all,00008031508
all,00008031509
all,00008031510
all,00008031523
all,00008031524
all,00008031525
all,00008031526
all,00008031527
all,00008031528
all,00008031529
all,00008031534
all,00008031536
all,00008031538
all,00008031540
all,00008031542
all,00008031543
all,00008036002
all,00008036101
all,00008036103
all,00008038903
all,00008038904
all,00008039001
all,00008039004
all,00008039005
all,00008041501
all,00008043111
all,00008043112
all,00008043119
all,00008043120
all,00008046401
all,00008047101
all,00008051301
all,00008055501
all,00008055601
all,00008055701
all,00008055702
all,00008055703
all,00008055801
all,00008055802
all,00008055803
all,00008055901
all,00008055902
all,00008056001
all,00008056002
all,00008057601
all,00008057602
all,00008057801
all,00008059301
all,00008059901
all,00008059902
all,00008059903
all,00008060001
all,00008060002
all,00008060003
all,00008061401
all,00008061501
all,00008075101
all,00008075102
all,00008075103
all,00008075108
all,00008075109
all,00008075110
all,00008075113
all,00008075114
all,00008075115
all,00008075116
all,00008075122
all,00008075124
all,00008075128
all,00008075130
all,00008251701
all,00008499001
all,00008499002
all,00008499019
all,00008499020
all,00008499419
all,00008499420
all,00008536002
all,00009010102
all,00009022401
all,00009022501
all,00009022502
all,00009022503
all,00009023301
all,00009023303
all,00009023344
all,00009023345
all,00009023401
all,00009023402
all,00009024101
all,00009024110
all,00009030202
all,00009030225
all,00009031001
all,00009033102
all,00009033601
all,00009039502
all,00009039513
all,00009039514
all,00009048801
all,00009048804
all,00009050001
all,00009050002
all,00009051302
all,00009052102
all,00009052103
all,00009055501
all,00009055502
all,00009056601
all,00009058601
all,00009058602
all,00009059201
all,00009060001
all,00009060204
all,00009060225
all,00009067101
all,00009072805
all,00009072809
all,00009076004
all,00009077503
all,00009077516
all,00009077520
all,00009077521
all,00009077526
all,00009078201
all,00009078203
all,00009078703
all,00009078704
all,00009080602
all,00009086502
all,00009086503
all,00009086504
all,00009087003
all,00009087021
all,00009087022
all,00009087026
all,00009090106
all,00009090125
all,00009090211
all,00009090212
all,00009090218
all,00009093901
all,00009094001
all,00009305101
all,00009305102
all,00009312401
all,00009312403
all,00009337501
all,00009337502
all,00009338101
all,00009338102
all,00009338201
all,00009338202
all,00009344701
all,00009344703
all,00009347001
all,00009347002
all,00009347101
all,00009347701
all,00009351201
all,00009351301
all,00009353101
all,00009353102
all,00009353103
all,00009361501
all,00009361502
all,00009361503
all,00009361701
all,00009361702
all,00009361703
all,00009361801
all,00009361802
all,00009361803
all,00009407303
all,00009407304
all,00009499201
all,00009499202
all,00009509505
all,00009509506
all,00009513502
all,00009513503
all,00009513601
all,00009513701
all,00009513704
all,00009513802
all,00009513803
all,00009514001
all,00009514004
all,00009658201
all,00009658202
all,00009678001
all,00009678002
all,00009780701
all,00009780702
all,00009989001
all,00009989002
all,00013010101
all,00013010105
all,00013010110
all,00013010111
all,00013010120
all,00013010201
all,00013010205
all,00013010220
all,00013010250
all,00013530117
all,00013721586
all,00014183151
all,00014183152
all,00015111750
all,00015111780
all,00015117719
all,00015117721
all,00015117760
all,00015117780
all,00015117880
all,00015117980
all,00015118078
all,00015118079
all,00015118080
all,00015118178
all,00015118179
all,00015118180
all,00015301520
all,00015301597
all,00015302020
all,00015302021
all,00015302096
all,00015302097
all,00015302320
all,00015302397
all,00015350220
all,00015350224
all,00015350294
all,00015350299
all,00015350320
all,00015350399
all,00015350625
all,00015350660
all,00015351220
all,00015351299
all,00015432260
all,00015433050
all,00015710028
all,00015710098
all,00015710128
all,00015710198
all,00015710228
all,00015710298
all,00015710328
all,00015710398
all,00015719528
all,00015719628
all,00015722420
all,00015722499
all,00015722518
all,00015722520
all,00015722521
all,00015722522
all,00015722589
all,00015722595
all,00015722599
all,00015722618
all,00015722620
all,00015722621
all,00015722622
all,00015722689
all,00015722695
all,00015722699
all,00015727150
all,00015727160
all,00015727165
all,00015727635
all,00015727641
all,00015727650
all,00015727660
all,00015727670
all,00015727672
all,00015727673
all,00015727675
all,00015727677
all,00015727679
all,00015727716
all,00015727717
all,00015727735
all,00015727741
all,00015727750
all,00015727760
all,00015727770
all,00015727772
all,00015727773
all,00015727775
all,00015727777
all,00015727779
all,00015727858
all,00015727860
all,00015727862
all,00015727866
all,00015727873
all,00015727880
all,00015727886
all,00015727950
all,00015727958
all,00015727960
all,00015727966
all,00015727980
all,00015727986
all,00015728325
all,00015728340
all,00015728425
all,00015728440
all,00015728630
all,00015728666
all,00015730020
all,00015730029
all,00015730099
all,00015733812
all,00015733833
all,00015733899
all,00015733912
all,00015733931
all,00015733999
all,00015734639
all,00015734697
all,00015735195
all,00015735199
all,00015735295
all,00015735299
all,00015735694
all,00015740118
all,00015740120
all,00015740128
all,00015740192
all,00015740199
all,00015740218
all,00015740220
all,00015740299
all,00015740318
all,00015740320
all,00015740330
all,00015740331
all,00015740394
all,00015740399
all,00015740418
all,00015740420
all,00015740428
all,00015740429
all,00015740436
all,00015740489
all,00015740494
all,00015740499
all,00015740518
all,00015740520
all,00015740528
all,00015740529
all,00015740589
all,00015740595
all,00015740599
all,00015749660
all,00015750640
all,00015750659
all,00015750664
all,00015750670
all,00015750740
all,00015750759
all,00015750764
all,00015750770
all,00015750860
all,00015750864
all,00015750885
all,00015750890
all,00015750960
all,00015750964
all,00015750980
all,00015750981
all,00015760727
all,00015761320
all,00015761395
all,00015762728
all,00015762794
all,00015762818
all,00015762822
all,00015762828
all,00015762895
all,00015762898
all,00015762918
all,00015762928
all,00015762930
all,00015762994
all,00015762995
all,00015763020
all,00015763099
all,00015765850
all,00015780560
all,00015780840
all,00015785635
all,00015785640
all,00015785664
all,00015788420
all,00015788421
all,00015788440
all,00015788477
all,00015788479
all,00015789230
all,00015789260
all,00015789330
all,00015789360
all,00015789366
all,00015793560
all,00015794140
all,00015794164
all,00015796120
all,00015796128
all,00015796195
all,00015796199
all,00015796420
all,00015796499
all,00015796520
all,00015796599
all,00015797018
all,00015797020
all,00015797021
all,00015797022
all,00015797028
all,00015797089
all,00015797096
all,00015797099
all,00015797745
all,00015797758
all,00015797766
all,00015797820
all,00015797899
all,00015797920
all,00015797999
all,00015798118
all,00015798120
all,00015798121
all,00015798122
all,00015798128
all,00015798189
all,00015798195
all,00015798199
all,00015798245
all,00015798258
all,00015798266
all,00015798540
all,00015798835
all,00015798840
all,00015798850
all,00015798851
all,00015798862
all,00015798863
all,00015798864
all,00015798867
all,00015798877
all,00015798879
all,00015799258
all,00015799260
all,00015799265
all,00015799266
all,00015799268
all,00015799280
all,00015799285
all,00015799290
all,00015799358
all,00015799360
all,00015799366
all,00015799368
all,00015799380
all,00015799385
all,00015799835
all,00015799840
all,00015799850
all,00015799851
all,00015799862
all,00015799863
all,00015799864
all,00015799877
all,00015799879
all,00015836760
all,00016010110
all,00016010306
all,00022019410
all,00022019416
all,00022019418
all,00022020638
all,00022037710
all,00022037716
all,00022039409
all,00022039509
all,00022039609
all,00022042810
all,00022042814
all,00022043009
all,00022043264
all,00022043464
all,00022051410
all,00022069410
all,00022069510
all,00022069514
all,00022071510
all,00022078310
all,00022078316
all,00022080910
all,00022080914
all,00022082060
all,00022082065
all,00022090160
all,00022090165
all,00022092710
all,00022092810
all,00022092816
all,00022097010
all,00022097110
all,00024049010
all,00024049060
all,00024183305
all,00025182131
all,00025182134
all,00025182150
all,00025182151
all,00025183131
all,00025183134
all,00025183141
all,00025183150
all,00025183155
all,00025184406
all,00025194234
all,00025194250
all,00025196130
all,00025550101
all,00026821130
all,00026821230
all,00026821236
all,00026821319
all,00026821335
all,00026821336
all,00026821419
all,00026821435
all,00026821436
all,00026822031
all,00026831130
all,00026831136
all,00026831235
all,00026831236
all,00026831435
all,00026831436
all,00026851106
all,00026851248
all,00026851250
all,00026851251
all,00026851348
all,00026851350
all,00026851351
all,00026851448
all,00026851450
all,00026852736
all,00026852763
all,00026855136
all,00026855236
all,00026855336
all,00026855463
all,00026856220
all,00026856464
all,00026856665
all,00026858141
all,00026858169
all,00026858188
all,00026858231
all,00026888950
all,00026888951
all,00026889750
all,00026889751
all,00026889769
all,00028010801
all,00028010901
all,00029137422
all,00029137621
all,00029137822
all,00029138021
all,00029247024
all,00029247224
all,00029247424
all,00029247622
all,00029600439
all,00029600513
all,00029600530
all,00029600539
all,00029600613
all,00029600630
all,00029600631
all,00029600632
all,00029600713
all,00029600729
all,00029600730
all,00029600731
all,00029600732
all,00029600818
all,00029600821
all,00029600822
all,00029600823
all,00029600918
all,00029600921
all,00029600922
all,00029600923
all,00029601030
all,00029601031
all,00029601530
all,00029601531
all,00029602025
all,00029602507
all,00029602521
all,00029602522
all,00029602807
all,00029602821
all,00029602827
all,00029603026
all,00029603221
all,00029603520
all,00029603839
all,00029604412
all,00029604420
all,00029604512
all,00029604520
all,00029604612
all,00029604620
all,00029604625
all,00029604712
all,00029604720
all,00029604725
all,00029604818
all,00029604854
all,00029604855
all,00029604859
all,00029604918
all,00029604954
all,00029604955
all,00029604959
all,00029607112
all,00029607212
all,00029607347
all,00029607447
all,00029607527
all,00029607530
all,00029607531
all,00029608012
all,00029608027
all,00029608030
all,00029608031
all,00029608522
all,00029608523
all,00029608539
all,00029608612
all,00029608621
all,00029608729
all,00029608739
all,00029608751
all,00029609022
all,00029609023
all,00029609039
all,00029609229
all,00029609239
all,00029609251
all,00029609422
all,00029609424
all,00029609425
all,00029609429
all,00029609439
all,00029609440
all,00029609445
all,00029609446
all,00029609451
all,00029609628
all,00029609640
all,00029609648
all,00029609660
all,00029615030
all,00029615033
all,00029616030
all,00029616032
all,00029616523
all,00029616524
all,00029617023
all,00029617024
all,00029620021
all,00029620022
all,00029620421
all,00029620526
all,00029621026
all,00029621221
all,00029625030
all,00029625530
all,00029635130
all,00029635230
all,00029637025
all,00029637207
all,00029637221
all,00029637222
all,00029637407
all,00029637421
all,00029637427
all,00029637621
all,00029640022
all,00029640221
all,00029640227
all,00029640521
all,00029640526
all,00029640621
all,00029640721
all,00029655022
all,00029655207
all,00029655221
all,00029655226
all,00029655526
all,00029655821
all,00029655921
all,00029657121
all,00029657126
all,00029657131
all,00029657140
all,00029657156
all,00029657157
all,00029657921
all,00029657976
all,00029659524
all,00029660024
all,00029660521
all,00029660524
all,00029661007
all,00029661021
all,00029661025
all,00029661207
all,00029661221
all,00029661222
all,00029661321
all,00029661530
all,00029661532
all,00029662029
all,00029662032
all,00029662522
all,00029662523
all,00029662524
all,00029663021
all,00029663022
all,00029663023
all,00029663024
all,00029668128
all,00029668130
all,00029668131
all,00029668132
all,00029668228
all,00029668229
all,00029668231
all,00029668232
all,00029668321
all,00029668322
all,00029668323
all,00029668325
all,00029668421
all,00029668422
all,00029668423
all,00029668425
all,00029668520
all,00031710509
all,00031710527
all,00031710709
all,00031710727
all,00031711763
all,00031712760
all,00031820509
all,00031820510
all,00031820709
all,00031820710
all,00031821763
all,00031821774
all,00031822763
all,00031822770
all,00031831763
all,00031831770
all,00031840725
all,00031841763
all,00031841774
all,00031842763
all,00031842770
all,00032208001
all,00032208010
all,00037400101
all,00037410106
all,00039001710
all,00039001810
all,00039001811
all,00039001825
all,00039001849
all,00039001850
all,00039001910
all,00039001911
all,00039001925
all,00039001949
all,00039001950
all,00039002001
all,00039002049
all,00039002325
all,00039002349
all,00039002350
all,00039002361
all,00039002425
all,00039002449
all,00039002450
all,00039003705
all,00039003805
all,00044020701
all,00044020705
all,00044020721
all,00044020799
all,00044020801
all,00044020805
all,00044020821
all,00045006555
all,00045006601
all,00045006701
all,00045006801
all,00045006951
all,00045006955
all,00045151501
all,00045152010
all,00045152050
all,00045152510
all,00045152550
all,00045153005
all,00045153010
all,00045153020
all,00045153050
all,00046066181
all,00046066250
all,00046078681
all,00046078699
all,00047003824
all,00047003830
all,00047009119
all,00047040224
all,00047040230
all,00047040240
all,00047040424
all,00047040430
all,00047040440
all,00047040724
all,00047040732
all,00047053819
all,00047053824
all,00047054824
all,00047054924
all,00047061524
all,00047061532
all,00047061619
all,00047061632
all,00047064824
all,00047064832
all,00047064840
all,00047067224
all,00047067230
all,00047067240
all,00047067324
all,00047067330
all,00047068724
all,00047068819
all,00047069724
all,00047069732
all,00047073024
all,00047073030
all,00047073040
all,00047073124
all,00047073130
all,00047073140
all,00047080824
all,00047080924
all,00047081319
all,00047081330
all,00047082919
all,00047083019
all,00047083030
all,00047091924
all,00047093824
all,00047093830
all,00047093924
all,00047093930
all,00047094524
all,00047094624
all,00047094924
all,00047095024
all,00047230117
all,00047230120
all,00047230217
all,00047230220
all,00047233023
all,00047233123
all,00047237517
all,00047237520
all,00047237617
all,00047237620
all,00047244917
all,00047244920
all,00047250016
all,00047250017
all,00047250018
all,00047250020
all,00047250104
all,00047250116
all,00047250117
all,00047250118
all,00047250120
all,00047250617
all,00047250620
all,00047252817
all,00047253815
all,00047253817
all,00047254517
all,00047254518
all,00047254520
all,00047290323
all,00047290523
all,00047299517
all,00047299520
all,00049001381
all,00049001383
all,00049001481
all,00049001483
all,00049002283
all,00049002383
all,00049002420
all,00049002428
all,00049003183
all,00049003283
all,00049021035
all,00049035066
all,00049035737
all,00049035744
all,00049035749
all,00049035791
all,00049042005
all,00049042010
all,00049043020
all,00049050028
all,00049051083
all,00049051095
all,00049052022
all,00049052023
all,00049052044
all,00049052083
all,00049052084
all,00049052095
all,00049053022
all,00049053028
all,00049053044
all,00049053083
all,00049054077
all,00049054083
all,00049054095
all,00049062095
all,00049063095
all,00049075077
all,00049076009
all,00049077009
all,00049087003
all,00049096077
all,00049098081
all,00049120183
all,00049120283
all,00049121183
all,00049121283
all,00049121518
all,00049121618
all,00049121928
all,00049131083
all,00049132007
all,00049132083
all,00049141083
all,00049141983
all,00049143041
all,00049143066
all,00049159066
all,00049378030
all,00049378043
all,00049379030
all,00049379043
all,00051165102
all,00051165132
all,00053100005
all,00054003621
all,00054003721
all,00054031950
all,00054034716
all,00054034807
all,00054034821
all,00054460025
all,00054480025
all,00054480125
all,00054860025
all,00054880025
all,00054880125
all,00056015370
all,00056015385
all,00056015470
all,00056015485
all,00056019370
all,00056019385
all,00056019470
all,00056019485
all,00056020336
all,00056020339
all,00056020436
all,00056020439
all,00056024934
all,00056024936
all,00056024938
all,00056025034
all,00056025036
all,00056025038
all,00058055902
all,00062154002
all,00062154005
all,00062154009
all,00062154102
all,00062154105
all,00062154201
all,00062154202
all,00062154205
all,00062155001
all,00062155101
all,00062155201
all,00062155202
all,00062155301
all,00062157001
all,00062157101
all,00062401002
all,00063101108
all,00063101233
all,00063101333
all,00063104806
all,00063104906
all,00063109306
all,00063109308
all,00063110106
all,00063110109
all,00063110206
all,00063111022
all,00063111122
all,00063111206
all,00063300606
all,00068083108
all,00068510111
all,00069000302
all,00069001101
all,00069001102
all,00069001201
all,00069001202
all,00069001301
all,00069001302
all,00069001401
all,00069001402
all,00069002601
all,00069002605
all,00069002710
all,00069002712
all,00069002801
all,00069002918
all,00069002920
all,00069003721
all,00069004404
all,00069004631
all,00069004637
all,00069006525
all,00069006530
all,00069007128
all,00069007135
all,00069008801
all,00069008802
all,00069009102
all,00069009103
all,00069010401
all,00069010404
all,00069013077
all,00069021035
all,00069030101
all,00069030102
all,00069030201
all,00069030202
all,00069031020
all,00069031220
all,00069031301
all,00069031310
all,00069031401
all,00069031410
all,00069040001
all,00069040010
all,00069073016
all,00069073041
all,00069073066
all,00069073073
all,00069078077
all,00069079077
all,00069082093
all,00069084066
all,00069094041
all,00069094050
all,00069094059
all,00069095007
all,00069095041
all,00069095050
all,00069095059
all,00069095073
all,00069097065
all,00069097151
all,00069097193
all,00069097195
all,00069099041
all,00069099050
all,00069099073
all,00069239001
all,00069258703
all,00069258710
all,00069258903
all,00069258910
all,00069259001
all,00069259999
all,00069260101
all,00069305030
all,00069305034
all,00069305050
all,00069305086
all,00069305107
all,00069305175
all,00069306030
all,00069306075
all,00069306086
all,00069307030
all,00069307075
all,00069307086
all,00069308030
all,00069311019
all,00069312019
all,00069313019
all,00069314019
all,00069315014
all,00069315083
all,00069315084
all,00069324115
all,00069324122
all,00069334215
all,00069334222
all,00069406101
all,00069406189
all,00069417002
all,00069417021
all,00069417034
all,00069439519
all,00069439627
all,00069448003
all,00069448010
all,00069448103
all,00069448110
all,00069448203
all,00069448210
all,00069448303
all,00069448310
all,00069448401
all,00071006720
all,00071037909
all,00071037924
all,00071037940
all,00071066324
all,00071069616
all,00071069624
all,00071069630
all,00071069640
all,00071083819
all,00071200616
all,00071200618
all,00071214215
all,00071230104
all,00071230204
all,00071230312
all,00071231015
all,00071244904
all,00071250004
all,00071250604
all,00071405703
all,00071405706
all,00071414501
all,00071414547
all,00071417801
all,00071417806
all,00071417901
all,00071417903
all,00074001710
all,00074001810
all,00074001811
all,00074001825
all,00074001850
all,00074001910
all,00074001911
all,00074001925
all,00074001950
all,00074002001
all,00074002325
all,00074002350
all,00074002425
all,00074002450
all,00074020213
all,00074020216
all,00074020550
all,00074020604
all,00074020609
all,00074020613
all,00074020750
all,00074021113
all,00074021116
all,00074041907
all,00074064801
all,00074102702
all,00074102704
all,00074120703
all,00074121711
all,00074139001
all,00074139201
all,00074139511
all,00074139711
all,00074139911
all,00074193550
all,00074193650
all,00074195501
all,00074195601
all,00074195701
all,00074195801
all,00074198414
all,00074243403
all,00074258611
all,00074258641
all,00074258660
all,00074258913
all,00074258953
all,00074316313
all,00074316350
all,00074316511
all,00074316514
